StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q181,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q33_First Click,Q33_Last Click,Q33_Page Submit,Q33_Click Count,Q210,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q211,Q215,Q213,Q214,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,treatment,round,transfer,story,story1tit,attention_check,Q_DataPolicyViolations
2025-12-02 14:54:10,2025-12-02 14:57:42,IP Address,,100,211,True,2025-12-02 14:57:43,R_3ATIru0SDVYfpBa,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,A team lead is handed a bonus based on the team's achievement of a goal.  The team lead is informed that he can split the bonus with the other team member as he sees fit.,,,,,,,,,,0,0,2.008,0,5.95,5.95,10.546,1,"""Do unto others as you would have them do unto you.""  There is no reason to treat either me or the other participant preferentially, so we should split this down the middle.",65,No,,0,6,614f4893a7f27d638ea5e58c,692efd8b8c07df3d1a1f7c47,692eb43c8ab737cd5f65d153,kw,1,6,2,The Splitting Decision,1,
2025-12-02 14:48:42,2025-12-02 14:57:48,IP Address,,100,546,True,2025-12-02 14:57:48,R_8qyG7N7CLByhCSO,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"James, who was struggling financially, was unexpectedly selected to receive full government aid, while his neighbour (Mark), who was also in need, was not chosen. James had to make a decision whether to keep all of the money himself, or to give some to Mark.",,,,,,,,,,0,0,2.018,0,10.46,12.87,16.138,2,"It was half of the amount of money allocated, therefore I felt it was only fair to share it equally between us. ",52,Yes,42,0,6,59d665ef03203500011acd8c,692efc3c03397ec7e106d701,692eb43c8ab737cd5f65d153,kw,1,6,4,The Aid Program,1,
2025-12-02 14:51:30,2025-12-02 14:57:50,IP Address,,100,379,True,2025-12-02 14:57:51,R_5qdxqDmjAaYz7Vv,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,James was a recipient of government assistance after going through a difficult financial time. He was torn on what to do with his newfound money when he found out that his neighbor Mark also applied but wasn't selected to receive any funds. ,,,,,,,,,,0,0,2.017,0,4.545,6.381,7.525,2,I feel like making it fair by splitting equally is the best option because it is what I hope someone would do for me. ,41,Yes,3,0,6,655a655f62fde845d4789149,692efc69b92fc0cc6ee4df85,692eb43c8ab737cd5f65d153,kw,1,6,4,The Aid Program,1,
2025-12-02 14:55:40,2025-12-02 14:57:57,IP Address,,100,136,True,2025-12-02 14:57:57,R_8UYD7SxQcgFVs1V,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"James received some financial aid from the government, he learned a neighbor who was in similar circumstances was not in receipt of the same aid, creating a choice for James as to whether he should share his money or not",,,,,,,,,,0,0,2.015,0,2.731,2.731,3.992,1,50:50 seems a fair split with no reason to choose anything more,35,Yes,8,0,6,6033aebb7228c70967a3ab43,692efde629907aa0985b1e2c,692eb43c8ab737cd5f65d153,kw,1,6,4,The Aid Program,1,
2025-12-02 14:54:14,2025-12-02 14:58:00,IP Address,,100,225,True,2025-12-02 14:58:00,R_6kRm1Pu1pXUAZZJ,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"James needs money, and he gets some from the goverment months later seemingly at random. But, when he goes to pick up, Mark is there and didn't get money, so what should James do? ",,,,,,,,,,0,0,2.117,0,9.278,11.143,12.026,2,"$2 is better than nothing, and who knows if any of it will actually matter since 9/10 times it doesn't it sounds like. ",34,No,,0,10,5f76586f6ce6850f223a25ab,692efd91263323188b0f500e,692eb43c8ab737cd5f65d153,kw,1,2,4,The Aid Program,1,
2025-12-02 14:50:46,2025-12-02 14:58:09,IP Address,,100,442,True,2025-12-02 14:58:10,R_5aXCoKIQSvhcVHy,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"James was struggling financially and had no savings. He applied for a public assistance program and was accepted to receive financial assistance. On his way to collect, he ran into an acquaintance who was also struggling. That person was not selected for the program, the question asks if james should share or not.",0,0,3.125,0,16.084,18.792,23.801,2,i want to be a supportive person. what if that person is struggling the same as the other person in the previous story?,,,,,,,,,,40,Yes,11,0,8,61074ae762b0186a302f1028,692efcbe124f7ce5dfc2c3f7,692eb43c8ab737cd5f65d153,lt,1,0,4,The Aid Program,1,
2025-12-02 14:53:48,2025-12-02 14:58:14,IP Address,,100,266,True,2025-12-02 14:58:15,R_2pXEm0KRVoGvuqN,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,Steve had received a performance bonus for exceeding a sales target. He was told by the director he could split it with his colleague or keep it all himself. Max had done a fair bit of work in helping hit the target. The decision is purely in the hands of Steve,0,0,3.118,0,21.3,25.17,29.755,6,"Felt like I was giving them something. I felt I was Steve in this situation and they had deserved some, but I would rather get more. Brilliant.",,,,,,,,,,32,Yes,26,0,7.5,67c5ae0d1ea3b0db4b1a2986,692efd70491ec4bb87f351d0,692eb43c8ab737cd5f65d153,lt,1,0.5,2,The Splitting Decision,1,
2025-12-02 14:53:41,2025-12-02 14:58:27,IP Address,,100,285,True,2025-12-02 14:58:27,R_2lS97LO4KD9DpxQ,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"James is struggling financially, He applies for welfare and gets it unexpectedly. He finds out Mark a neighbour was rejected. James has to decide whether to keeo his money or give some to Mark.",,,,,,,,,,0,0,2.103,0,5.637,10.276,12.318,4,This is my money and I was given it. I don't know the other person so have decided to keep it all.,53,No,,0,12,628b8fb9d25b3424dd467988,692efd6fd544523d6efc5154,692eb43c8ab737cd5f65d153,kw,1,0,4,The Aid Program,1,
2025-12-02 14:46:56,2025-12-02 14:58:31,IP Address,,100,695,True,2025-12-02 14:58:32,R_8NwgduQ9TZPjfo8,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"Steve learned that his were to be awarded a performance bonus for exceeding their sales target, but during a meeting with his director was told as team leader he would receive the full bonus. Steve has the choice to allocate a portion to his teammate Max or keep the bonus all to himself.  ",0,0,3.01,0,19.797,28.176,29.701,2,By giving $2 it meant that we both had the same amount of money each which was fair ,,,,,,,,,,44,Yes,10,1,6,5a8d9bd3eea3d300016eb7f9,692efbda28bf68a867b129ed,692eb43c8ab737cd5f65d153,lt,1,2,2,The Splitting Decision,1,
2025-12-02 14:55:46,2025-12-02 14:58:32,IP Address,,100,165,True,2025-12-02 14:58:33,R_83cFBuDPgSsjauZ,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"James was selected for financial assistance. His acquaintance Mark was not, and he is debating sharing with him. ",,,,,,,,,,0,0,2.109,0,7.502,10.171,11.282,2,"I need the money at the moment, and the person does not know who I am.",23,No,,0,12,612842ca25ad8ffd1b8e44ec,692efde669756672b7b6971d,692eb43c8ab737cd5f65d153,kw,1,0,4,The Aid Program,1,
2025-12-02 14:54:24,2025-12-02 14:58:33,IP Address,,100,248,True,2025-12-02 14:58:33,R_5ajn11tjgBazaJr,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,steve was on a team that exceeded sales goals and in turn he was going to receive a bonus. He was told he could share his bonus with max who also helped alot.,,,,,,,,,,0,0,2.018,0,7.614,9.115,10.333,2,It feels fair to me. If the other person had no way of getting any money and we both put in even effort than why should only i get the money?,39,No,,0,6,636149c88d2d393decf957f7,692efd9a6f86669fa5e2a018,692eb43c8ab737cd5f65d153,kw,1,6,2,The Splitting Decision,1,
2025-12-02 14:46:10,2025-12-02 14:58:47,IP Address,,100,757,True,2025-12-02 14:58:48,R_6ZzkKqK7RYiV2Vz,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"James was having financial issues and had no savings. He was approved for financial assistance he applied for months ago. Upon going to the agency to receive financial assistance, he met Mark, a neighbor and just an acquaintance who was denied assistance. He faced a dilema to share or keep the money for himself. I feel he should keep the money for himself.",,,,,,,,,,0,0,2.046,0,26.589,34.747,43.564,4,"I need more than the other participant. Right now, I am in financial difficulties, and the money would be a tremendous help.",71,No,,0,9,5e1ded90e47974143a8d81da,692efb9f3364255b836f354f,692eb43c8ab737cd5f65d153,kw,1,3,4,The Aid Program,1,
2025-12-02 14:55:30,2025-12-02 14:58:51,IP Address,,100,200,True,2025-12-02 14:58:51,R_1vTWuf43iquMJ33,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"James was struggling to decide if they should give some of their aid money to Mark, who was a neighbor not selected for financial assistance. ",,,,,,,,,,0,0,2.016,0,5.781,10.579,16.205,2,I believe in being fair and splitting profits when possible. ,39,Yes,15,0,6,5e7b6486b704ac034e3f01c8,692efddc6632120f4281f50a,692eb43c8ab737cd5f65d153,kw,1,6,4,The Aid Program,1,
2025-12-02 14:55:51,2025-12-02 14:59:12,IP Address,,100,201,True,2025-12-02 14:59:12,R_8Nk4VGSdYksPZhq,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,Steve is given a bonus to recgnise his own and his team's hard work.  He has the option to share it with another worker who has also contributed a lot..,0,0,3.106,0,11.217,17.865,18.961,2,This felt fair so we both ended up with the same amount,,,,,,,,,,47,Yes,2,0,6,6156e5a04232a8cff11724d6,692efdf1157d1807afbb579f,692eb43c8ab737cd5f65d153,lt,1,2,2,The Splitting Decision,1,
2025-12-02 14:53:47,2025-12-02 14:59:12,IP Address,,100,325,True,2025-12-02 14:59:12,R_2neCW8LdfZlB7rV,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,Man names James is struggling financially and was selected for financial aid. Upon arriving at the agency he saw his neighbour Mark who didn't receive aid yet is also struggling.,0,0,3.006,0,15.963,17.804,19.261,2,I want the money and the other participant will never know who I am,,,,,,,,,,24,Yes,1,0,12,5ef08aa7177a735c78ffbf40,692efd7035991bb547182d6c,692eb43c8ab737cd5f65d153,lt,1,-4,4,The Aid Program,1,
2025-12-02 14:54:26,2025-12-02 14:59:20,IP Address,,100,294,True,2025-12-02 14:59:21,R_34CyaQMrmKDPQ3m,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"Steve and a coworker were involved in a project. Steve was awarded a bonus, and now must decide how to split that bonus, if at all. ",,,,,,,,,,0,0,2.015,0,8.843,14.201,18.066,3,"he contributed, but was not the main person. Steve was. So he should get a bonus, but not as much as Steve. In my split, Steve gets to keep 7 and the coworker Max gets 5. It seems fair to me.",55,Yes,5400,0,7,60fb26e75427cb8125f2e4a4,692efd9b852f0f39fcbbcb41,692eb43c8ab737cd5f65d153,kw,1,5,2,The Splitting Decision,1,
2025-12-02 14:50:57,2025-12-02 14:59:27,IP Address,,100,510,True,2025-12-02 14:59:28,R_2iGbaepCA75gTIt,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,I believe that Steve should give a portion of  the bonus with Max.  Max made a significant contribution in exceeding the sales target and in my opinion a team effort deserves a team reward in order to keep the whole team engaged and motivated going forward and as recognition of the contributions they made exceeding predicted sales targets.,,,,,,,,,,0,0,2.114,0,11.083,33.724,37.246,3,"I felt the other participant should be awarded something for participating, however,  I still kept the most because the participant is unknown to me and I have no idea what they did to earn a payment i.e did they complete the same survey or shorter one etc.",59,Yes,4,0,8,59b64448b5ac72000169a220,692efcc8594545ab2aea4516,692eb43c8ab737cd5f65d153,kw,1,4,2,The Splitting Decision,1,
2025-12-02 14:51:32,2025-12-02 14:59:41,IP Address,,100,488,True,2025-12-02 14:59:41,R_61h62M7PEY2OmfS,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"This story is about a man named Steve who is rewarded for his work and his teams work. After all this hard work by him and his team, the director allocated a bonus to Steve. He told Steve he could keep the whole bonus for himself, or he could share some with his teammate Max. It is Steve's choice to share this or keep it. Max also worked very hard and his work also contributed greatly to the teams success.",0,0,3.104,0,16.353,18.422,19.727,2,I wanted to be fair and generous. I thought that it was right to give them $8 since that is what I had.,,,,,,,,,,38,Yes,2,0,4,66196025cdd89ad566b0bf55,692efcec59af1898318b9708,692eb43c8ab737cd5f65d153,lt,1,4,2,The Splitting Decision,1,
2025-12-02 14:56:18,2025-12-02 14:59:48,IP Address,,100,210,True,2025-12-02 14:59:48,R_84tk5epWfRS07AZ,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"Whilst James was going through financial difficulties, he received news that a government agency would provide him with financial assistance. His acquaintance Mark was not selected for this monetary aid and James had to decide whether to split his money or not.",,,,,,,,,,0,0,2.016,0,6.728,6.728,8.678,1,I did not work for this money so I may as well share it fairly with the other participant.,36,Yes,5,0,6,5f1b12b7fbee1e07bfb2b5ee,692efe0b694f4a236cb1944f,692eb43c8ab737cd5f65d153,kw,1,6,4,The Aid Program,1,
2025-12-02 14:56:02,2025-12-02 14:59:50,IP Address,,100,227,True,2025-12-02 14:59:50,R_8aUC6WFFHEToXfj,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"Steve's team was awarded a performance bonus for exceeding sales targets; the director gave Steve the bonus, and told him to decide whether or not to share it with his teammate, Max. ",0,0,3.003,0,8.079,10.114,14.398,2,"I don't have any special reason for making this choice, except that I saw a chance to increase my own earnings. ",,,,,,,,,,40,Yes,1,0,12,62b5d90d09660072824f68cf,692efdfb59e34a3287f4f024,692eb43c8ab737cd5f65d153,lt,1,-4,2,The Splitting Decision,1,
2025-12-02 14:52:45,2025-12-02 14:59:57,IP Address,,100,431,True,2025-12-02 14:59:57,R_8qUIDEXvISHLG1j,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"James and Mark both applied for financial assistance, but only James was selected. This caused James to have a moral dilemma of whether he should share his financial assistance with Mark or not.",,,,,,,,,,0,0,2.11,0,13.905,17.904,20.967,2,"I would like to get as much money as I can possibly get, so my reasons are pure greed.",39,Yes,5,0,12,5e41723aade7c2000b4c14f8,692efd2dee723822d7fbba18,692eb43c8ab737cd5f65d153,kw,1,0,4,The Aid Program,1,
2025-12-02 14:55:44,2025-12-02 15:00:08,IP Address,,100,264,True,2025-12-02 15:00:09,R_63gqCZi4uGH1Zgt,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"Both James and Mark applied for financial assistance, but only James received it. He found out that Mark didn't get it, and is wondering if he should give some money to Mark because he is struggling too.",,,,,,,,,,0,0,2.121,0,5.797,6.737,9.232,2,"I was given money I didn't work for, and the other person had nothing so I split it down the middle with them because it's a good thing to do.",65,Yes,7,0,6,65dca046786b41c22b4de4e6,692efddcd7c6746792e5d901,692eb43c8ab737cd5f65d153,kw,1,6,4,The Aid Program,1,
2025-12-02 14:55:36,2025-12-02 15:00:20,IP Address,,100,283,True,2025-12-02 15:00:25,R_3qU0DKkgYZDO2O9,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"James and Mark were both struggling financially and applied for financial assistance. Only James was chosen for the aid amount. Now James is wondering whether he should give some of the money to Mark, although he is only an accquaitance, he wants to help Mark since he is struggling also. ",0,0,3.106,0,11.185,20.487,21.466,3,I chose to keep it how it was given. I did not want to take from someone else and I did not want to give up anything I was given. ,,,,,,,,,,32,No,,0,8,5fbafd1b299177bdcc7aa4ac,692efde2ae37497f04464070,692eb43c8ab737cd5f65d153,lt,1,0,4,The Aid Program,1,
2025-12-02 14:55:07,2025-12-02 15:00:35,IP Address,,100,327,True,2025-12-02 15:00:35,R_59rSBL80APD8vGp,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"James was struggling financially and applied for aide through the government. He received notice that his aide was approved, however he also discovered that his neighbor, an acquaintance was rejected. James is now torn over whether he should share some of his aide with his neighbor.",,,,,,,,,,0,0,2.106,0,14.162,14.162,15.824,1,"I wanted to keep a majority of the money for myself, but felt that 5 dollars was still a generous amount to share.",47,Yes,1,0,7,62b2132a781ad15631672d81,692efdaee30287977b181e8c,692eb43c8ab737cd5f65d153,kw,1,5,4,The Aid Program,1,
2025-12-02 14:57:44,2025-12-02 15:00:50,IP Address,,100,186,True,2025-12-02 15:00:51,R_3cU6vY3p1TOgf1g,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,A man struggling financially received assistance from a program and has to decide if he wants to share it with a neighbor who is also struggling.,,,,,,,,,,0,0,2.104,0,5.754,5.754,6.514,1,I wanted to share my allocation to help out and be the most fair to everyone involved. ,38,Yes,6,0,6,5a776b5aae9a0b0001a9631d,692efd4b36858e47d174d72f,692eb43c8ab737cd5f65d153,kw,1,6,4,The Aid Program,1,
2025-12-02 14:49:07,2025-12-02 15:00:56,IP Address,,100,709,True,2025-12-02 15:00:57,R_7qgQF0MBWTIlnBB,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"James got a mail from the government regarding financial assistance. At the agency, James was faced with a situation where he was tempted to share some money with his friend, Mark, whom he met there.",0,0,3.134,0,18.426,30.23,41.107,3,My choice is based on proper evaluation of my personal needs and supposed needs of my partner. I ensured that equally mattered.,,,,,,,,,,25,Yes,7,0,4,673e222bdb1a35935b3075f1,692efc52ad4e228de173c655,692eb43c8ab737cd5f65d153,lt,1,4,4,The Aid Program,1,
2025-12-02 14:53:46,2025-12-02 15:00:59,IP Address,,100,433,True,2025-12-02 15:01:00,R_2OXYEq9TbjrqCdj,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"Steve is a team leader and has worked with Max a member of the team, they have both worked hard and acheived success.
Steve has received a bonus and has to decide whether to keep it all or allocate it within the team. ",0,0,3.017,0,34.69,34.69,40.388,1,"i think 5 is fair as 7 goes to me, reflecting my position as leader.",,,,,,,,,,64,Yes,3,0,3,5b11562fe9270900013c2516,692efd6e2ca5fd5546ab6c97,692eb43c8ab737cd5f65d153,lt,1,5,2,The Splitting Decision,1,
2025-12-02 14:54:13,2025-12-02 15:01:10,IP Address,,100,416,True,2025-12-02 15:01:11,R_737glbvXZnQiVJI,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"James receives government aid while his neighbor Mark doesn’t, leaving him torn about sharing the money.",,,,,,,,,,0,0,3.746,0,1.768,9.167,14.903,4,"Somewhat I like to share equally, so that I prefer it.",51,Yes,10,0,6,671c1017cb6fdd7e2ade8f03,692efcfa46553cd47d50ad64,692eb43c8ab737cd5f65d153,kw,1,6,4,The Aid Program,1,
2025-12-02 14:54:31,2025-12-02 15:01:15,IP Address,,100,403,True,2025-12-02 15:01:16,R_1Cd002hL3wgV5Jc,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"Steve just received a performance based bonus for beating his company's sales goal, he is elated to receive this money as a token of his hardwork. However his boss tells him that all of the bonus was given to him and it's up to him if he wants to include Max, his teammate and a big reason why he has the bonus. ",0,0,3.014,0,18.06,34.569,37.685,3,"I chose this because it was fair for us to be equal, I did leave a little margin in case my partner wanted to take from me as well. ",,,,,,,,,,30,No,,0,6.5,66cf67c748d4e58e76111414,692efd934d9375990dd68646,692eb43c8ab737cd5f65d153,lt,1,1.5,2,The Splitting Decision,1,
2025-12-02 14:51:52,2025-12-02 15:01:18,IP Address,,100,565,True,2025-12-02 15:01:19,R_8X6kTLjYvce7Ecx,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"After weeks of preparing, and many late nights working, Steve had learnt that his pitch and performance of the team had been awarded a bonus for exceeding a sales target. The director let him know that the bonus is fully allocated to him but Max a team member who made a major contribution to the project, could be offered some of this bonus if Steve chooses to do so and is something he must consider.",0,0,3.007,0,29.98,29.98,33.858,1,"This would allow both of us to have an equal amount of money, with me giving up 2 dollars and them receiving this, it would be fair and equal for both of us.",,,,,,,,,,25,No,,0,6,60eda0b5e8f579f6a73d0f6b,692efd026c36817ef725c747,692eb43c8ab737cd5f65d153,lt,1,2,2,The Splitting Decision,1,
2025-12-02 14:42:59,2025-12-02 15:01:29,IP Address,,100,1109,True,2025-12-02 15:01:29,R_7aF6YKU0cCquXwA,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"James is struggling with money, and he had applied for government welfare months ago, but then he receives an email that he has been selected for financial assistance. When he goes to collect the money, he sees a neighbor named Mark, and he is faced with a dilemma of keeping all the money to himself or giving some to Mark.",0,0,4.088,0,26.293,26.293,33.542,1,"I wanted to keep the most money I could for myself, but I did not feel comfortable taking money from the other participant.",,,,,,,,,,36,Yes,12,0,8,5c7336a216dc79000146929b,692efaec0c7cb678a8cbea93,692eb43c8ab737cd5f65d153,lt,1,0,4,The Aid Program,1,
2025-12-02 14:53:04,2025-12-02 15:01:31,IP Address,,100,506,True,2025-12-02 15:01:31,R_2ckBMWY0AzxnWsE,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"Steve worked really hard and this paid off by being rewarded with a performance bonus, the director said that they did well but because is the team leader the full amount will go to him and he can allocate it how he feels, the final decision was his.  Steve had a lot to think about with his decision, particularly as Max made also played a big part in it.  ",,,,,,,,,,0,0,2.112,0,13.39,22.157,24.836,4,"it's only fair to give something to the other person, I don't know what contribution they played to this survey or not, which is why I didn't quite split it in half, I felt 5 was a good amount to give to a stranger.",60,No,,0,7,5c4dae9a889752000156b1db,692efd46455c9e7a2e719fb3,692eb43c8ab737cd5f65d153,kw,1,5,2,The Splitting Decision,1,
2025-12-02 14:56:05,2025-12-02 15:01:43,IP Address,,100,337,True,2025-12-02 15:01:43,R_8kMQqkTdchKke5l,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"Steve worked hard with his team and was given a bonus because of their good performance. Steve could choose whether to take the full bonus for himself or give some to one of his team, who had contributed a lot to their performance",,,,,,,,,,0,0,2.02,0,5.625,8.548,17.81,2,"Because it is the fair allocation - half each. If we have done the same amount of work for the survey, we should be entitled to the same benefit.",43,Yes,1,0,6,644833e25c2d5867d6db1c5a,692efde6489092b653f80e8a,692eb43c8ab737cd5f65d153,kw,1,6,2,The Splitting Decision,1,
2025-12-02 14:56:03,2025-12-02 15:01:46,IP Address,,100,342,True,2025-12-02 15:01:47,R_62SHo4HwKUvLHs9,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"Steve led a team that did very well and earned a performance bonus.  He has to decide to keep it all for himself or split with his equally deserving coworker, Max.",0,0,3.008,0,30.517,89.068,96.45,9,"I chose this way because I wanted to leave the other participant some money, but I wanted some for myself also.",,,,,,,,,,52,Yes,1,0,10.5,5b76ce43bfc4cb0001f2c4c3,692efdfbbe7fe71bc8f364ec,692eb43c8ab737cd5f65d153,lt,1,-2.5,2,The Splitting Decision,1,
2025-12-02 14:49:26,2025-12-02 15:01:54,IP Address,,100,748,True,2025-12-02 15:01:54,R_8qjI77FC8A8KOSP,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,Steve and his team worked hard and were rewarded with a bonus but the bonus was paid directly to Steve. He had to choose if he keeps it for himself or shares it with the team,0,0,3.123,0,8.786,12.499,13.673,3,Because I wanted to be as generous as possible without actually giving it all away,,,,,,,,,,58,Yes,8,0,5.5,5f0dafdb774977037b78d444,692efc70b9c9a0148a20d8f8,692eb43c8ab737cd5f65d153,lt,1,2.5,2,The Splitting Decision,1,
2025-12-02 14:55:17,2025-12-02 15:01:59,IP Address,,100,402,True,2025-12-02 15:02:00,R_8rDEBsYZqNapPCN,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,James was struggling finacialy. He got selected for financial assistance. When collecting he saw Mark who is also struggling but didnt get selected. James is debating weather to share some money or keep it all,,,,,,,,,,0,0,2.013,0,10.478,10.478,17.28,1,I feel that if i would of been on the other side i would of hoped that someone would share them money too. I feel that half of the total 12 is fine to share and that if the person on the other side is in the same persistion financialy as me then it would be nice to get a bit of spare money,32,Yes,6,0,6,6658b23d243aa8c198969e40,692efdce7fe8244f3d20d97e,692eb43c8ab737cd5f65d153,kw,1,6,4,The Aid Program,1,
2025-12-02 14:56:06,2025-12-02 15:02:01,IP Address,,100,354,True,2025-12-02 15:02:01,R_873Xv1Qdj4tKVPP,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"James fell on hard times financially. He applied for government help and after several months was accepted. When he was collecting the payment, he met a neighbour, Mark, who had also applied for the financial aid. Mark was not accepted for it and now James has a dilemma as to whether he should share the money or not.",0,0,3.111,0,26.031,28.08,29.553,2,I had been allocated $8 and they had been allocated $4. They are still getting a fair payout but I am lucky to be getting more.,,,,,,,,,,42,No,,0,8,5fc1453b3582c11583752a29,692efdf6bd68d4976fda0e5a,692eb43c8ab737cd5f65d153,lt,1,0,4,The Aid Program,1,
2025-12-02 14:58:44,2025-12-02 15:02:05,IP Address,,100,201,True,2025-12-02 15:02:05,R_83Bz2Sn8CevmaIO,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"James got a grant for the government, and found out his neighbour applied for it too so was debating whether to keep the money as he needed it, or share it with Mark",0,0,3.112,0,22.879,22.879,24.882,1,Because then they still get 5 dollars which is a good amount.,,,,,,,,,,22,Yes,10,0,7,672a7ec6cb34337d67183fa0,692efe9d3de25015a0d9f88c,692eb43c8ab737cd5f65d153,lt,1,1,4,The Aid Program,1,
2025-12-02 14:55:33,2025-12-02 15:02:17,IP Address,,100,404,True,2025-12-02 15:02:18,R_2rPcalro1d6zpCL,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"James and Mark are both struggling to make ends meet and both apply for financial assistance from a government welfare agency. However only James received the funds, leaving him to wonder if he should share with Mark or keep the money for himself.",0,0,3.009,0,27.294,53.828,56.135,3,"This allocation brings us both to 6, making it even.",,,,,,,,,,28,Yes,10,0,6,667d2d036f1d43180931c9a6,692efdddd5a4c3b4de0eddc3,692eb43c8ab737cd5f65d153,lt,1,2,4,The Aid Program,1,
2025-12-02 14:58:39,2025-12-02 15:02:39,IP Address,,100,239,True,2025-12-02 15:02:39,R_8CBSKangCeORZcE,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,"James was selected for financial help from the government, but his neighbour Mark wasn't. James had a moral quandary of whether to give Mark some of the money. ",0,0,3.013,0,20.773,20.773,31.419,1,"I transferred $2 as that would bring both our totals to $6, which felt the fairest thing to do. ",,,,,,,,,,31,Yes,9,0,6,6346b0c544caa80ebc4e5b2d,692efe9bfaa6a9ac07d4f2ed,692eb43c8ab737cd5f65d153,lt,1,2,4,The Aid Program,1,
